area_fips,2020,2023,difference,percentage_of_2023
25023,366556,390018,23462,6.01561979190704
25025,1281538,1429432,147894,10.346347360350125
25027,666594,657930,-8664,-1.3168574164424787
25999,113590,183070,69480,37.95269569017316
26000,8536845,9400659,863814,9.188866440108082
26001,3013,2565,-448,-17.465886939571153
26003,3440,3901,461,11.817482696744424
26005,73086,80858,7772,9.61191224121299
26007,21318,24486,3168,12.93800539083558
26009,8942,9902,960,9.695011108866895
26011,7306,8060,754,9.35483870967742
26013,5334,6120,786,12.84313725490196
26015,22908,26586,3678,13.834348905438954
26017,62694,67252,4558,6.7774936061381075
26019,7584,9130,1546,16.93318729463308
26021,109018,119328,10310,8.640050951997855
26023,24771,27785,3014,10.847579629296384
26025,100148,107884,7736,7.170664788105744
26027,16630,18438,1808,9.805835773945114
26029,17646,20974,3328,15.86726423190617
26031,10090,11046,956,8.654716639507514
26033,22788,25364,2576,10.156126793881091
26035,11938,14422,2484,17.223686035223963
26037,31970,37144,5174,13.929571397803144
26039,7578,8076,498,6.166419019316494
26041,25414,26760,1346,5.029895366218237
26043,25488,27552,2064,7.491289198606271
26045,79966,87152,7186,8.245364420782082
26047,33188,34738,1550,4.4619724797052225
26049,247980,268070,20090,7.494311187376431
26051,7668,8384,716,8.540076335877862
26053,9430,10192,762,7.476452119309263
26055,90956,101800,10844,10.652259332023576
26057,24602,25298,696,2.7512056289034708
26059,21193,22878,1685,7.365154296704257
26061,18391,20924,2533,12.105715924297456
26063,20556,22356,1800,8.051529790660226
26065,279018,310744,31726,10.209690291687048
26067,37804,39094,1290,3.2997390903975035
26069,13824,15008,1184,7.889125799573561
26071,6492,6746,254,3.765194189149126
26073,43138,45582,2444,5.361765609231714
26075,106716,112854,6138,5.438885639853262
26077,225152,240888,15736,6.532496429876125
26079,7844,9142,1298,14.19820608182017
26081,742260,840604,98344,11.699206760852912
26083,563,794,231,29.093198992443327
26085,3336,3280,-56,-1.707317073170732
26087,39548,43528,3980,9.143539790479691
26089,10392,12378,1986,16.04459524963645
26091,46482,51752,5270,10.183181326325553
26093,117598,128652,11054,8.592171128315144
26095,3070,3462,392,11.322934719815137
26097,6110,7336,1226,16.712104689203926
26099,613398,679340,65942,9.706774222039039
26101,10114,11548,1434,12.417734672670592
26103,48026,52152,4126,7.911489492253414
26105,18418,19876,1458,7.335479975850272
26107,20504,22904,2400,10.478519035976248
26109,13034,14278,1244,8.712704860624736
26111,68160,76742,8582,11.182924604519037
26113,6469,7987,1518,19.00588456241392
26115,72176,82722,10546,12.748724643988298
26117,27163,29144,1981,6.797282459511392
26119,4014,4080,66,1.6176470588235297
26121,112672,124880,12208,9.77578475336323
26123,22510,24250,1740,7.175257731958763
26125,1362840,1462060,99220,6.786315199102636
26127,11304,11502,198,1.7214397496087637
26129,10798,11942,1144,9.579634902026461
26131,2440,2778,338,12.16702663786897
26133,14468,16308,1840,11.28280598479274
26135,2306,2516,210,8.34658187599364
26137,19106,21394,2288,10.694587267458164
26139,226060,249378,23318,9.350463954318345
26141,4752,5002,250,4.998000799680128
26143,9488,12426,2938,23.64397231611138
26145,152168,160910,8742,5.432850661860667
26147,83058,83752,694,0.8286369280733594
26149,39600,42350,2750,6.493506493506493
26151,18293,19637,1344,6.844222640932933
26153,4658,5074,416,8.198659834450138
26155,28358,30944,2586,8.357032057911065
26157,21690,24202,2512,10.379307495248327
26159,37756,42210,4454,10.552001895285477
26161,406562,438040,31478,7.186101725869784
26163,1353536,1461262,107726,7.372120810641761
26165,25728,27026,1298,4.802782505735218
26999,224148,336926,112778,33.47263197259932
27000,5740895,6220101,479206,7.704151427766205
27001,7684,8530,846,9.917936694021103
27003,239040,265036,25996,9.808478848156476
27005,26888,29276,2388,8.156852028965705
27007,38278,41320,3042,7.362052274927396
27009,32040,34254,2214,6.463478717813978
27011,3188,3282,94,2.8641072516758075
27013,74314,81830,7516,9.184895515092265
27015,25702,26570,868,3.2668423033496423
27017,24536,25924,1388,5.354112019750039
27019,68744,82842,14098,17.017937761039086
27021,17978,20228,2250,11.12319557049634
27023,10378,10802,424,3.92519903721533
27025,29990,32204,2214,6.874922369891939
27027,36472,39224,2752,7.0161125841321645
27029,4856,5286,430,8.134695421869088
27031,4636,4934,298,6.039724361572761
27033,11410,10054,-1356,-13.487169285856377
27035,52752,59932,7180,11.980244276847094
27037,353468,376776,23308,6.186168970422744
27039,11226,11856,630,5.313765182186235
27041,35894,38176,2282,5.977577535624476
27043,8586,9094,508,5.586100725753243
27045,11960,12724,764,6.004401131719585
27047,22270,23718,1448,6.105067880934312
27049,39306,42638,3332,7.8146254514752105
27051,3700,3778,78,2.0645844362096346
27053,1705908,1834794,128886,7.02454880493396
27055,10066,10342,276,2.6687294527170757
27057,10816,11684,868,7.428962684012324
27059,21850,23652,1802,7.618806020632504
27061,30192,31312,1120,3.576903423607562
27063,9624,9948,324,3.2569360675512664
27065,7364,8128,764,9.399606299212598
27067,45950,45876,-74,-0.1613043857354608
27069,2874,2868,-6,-0.20920502092050208
27071,8114,8262,148,1.7913338174776083
27073,3424,4544,1120,24.647887323943664
27075,7044,7526,482,6.404464522986979
27077,3108,3202,94,2.9356652092442226
27079,15874,16636,762,4.580427987496995
27081,2691,3348,657,19.623655913978492
27083,26342,27802,1460,5.251420761096324
27085,30298,31296,998,3.1889059304703475
27087,2082,3680,1598,43.423913043478265
27089,4316,4874,558,11.448502256873205
27091,15692,16612,920,5.538165181796292
27093,14156,16136,1980,12.270699058006942
27095,17230,18336,1106,6.031849912739965
27097,20576,21640,1064,4.9168207024029575
27099,31008,33526,2518,7.510588796754758
27101,5844,5716,-128,-2.239328201539538
27103,29790,29592,-198,-0.6690997566909975
27105,20772,19842,-930,-4.68702751738736
27107,2682,3346,664,19.844590555887624
27109,192592,205306,12714,6.192707470799684
27111,42150,45108,2958,6.557595105081139
27113,19408,19594,186,0.9492701847504339
27115,13854,15508,1654,10.6654629868455
27117,8176,8554,378,4.4189852700491
27119,22204,24308,2104,8.655586638143822
27121,8210,8776,566,6.449407474931632
27123,611890,652456,40566,6.217430753951224
27125,1758,2008,250,12.450199203187251
27127,11742,12622,880,6.971953731579782
27129,10528,11248,720,6.401137980085349
27131,47530,51490,3960,7.690813750242766
27133,7000,7316,316,4.319300164024057
27135,15142,16302,1160,7.115691326217642
27137,175872,190294,14422,7.57879912135958
27139,104760,123384,18624,15.09433962264151
27141,50366,55538,5172,9.312542763513271
27143,8290,7474,-816,-10.917848541610917
27145,160412,173638,13226,7.616996279616213
27147,39930,37942,-1988,-5.239576195245375
27149,10550,11252,702,6.238890863846428
27151,6548,7548,1000,13.248542660307367
27153,12634,13448,814,6.052944675788222
27155,1968,2206,238,10.788757932910245
27157,12584,12972,388,2.9910576626580325
27159,10482,11414,932,8.165410898896093
27161,11262,10668,-594,-5.568053993250844
27163,167670,187946,20276,10.788205122748023
27165,8810,9242,432,4.674312919281541
27167,2806,3252,446,13.714637146371464
27169,44686,47826,3140,6.5654664826663325
27171,84846,94760,9914,10.462220346137611
27173,7806,7720,-86,-1.1139896373056994
27999,122780,181064,58284,32.189722970883224
28000,2469099,2573813,104714,4.068438538464139
28001,18934,19874,940,4.729797725671732
28003,27254,27678,424,1.5319025941180722
28005,3640,4054,414,10.212136161815492
28007,8858,9074,216,2.380427595327309
28009,2048,2054,6,0.2921129503407984
28011,20420,21444,1024,4.775228502145122
28013,6168,5942,-226,-3.8034331874789635
28015,2160,2082,-78,-3.7463976945244957
28017,10520,9290,-1230,-13.240043057050594
28019,4278,4658,380,8.158007728638902
28021,5542,6766,1224,18.090452261306535
28023,5440,5924,484,8.170155300472654
28025,10586,13304,2718,20.429945880938064
28027,14146,13076,-1070,-8.182930559804221
28029,12578,12596,18,0.1429025087329311
28031,11250,11260,10,0.08880994671403197
28033,139288,148912,9624,6.462877404104438
28035,79620,80706,1086,1.3456248606051595
28037,3006,3110,104,3.3440514469453375
28039,9876,10306,430,4.172326799922375
28041,2744,3694,950,25.717379534380076
28043,20256,18582,-1674,-9.008718114304164
28045,27926,28600,674,2.3566433566433567
28047,166664,177592,10928,6.153430334699761
28049,230092,217996,-12096,-5.548725664691095
28051,5804,6058,254,4.192802905249257
28053,4256,3962,-294,-7.420494699646643
28055,214,378,164,43.386243386243386
28057,11672,11948,276,2.3100100435219284
28059,98902,101950,3048,2.98970083374203
28061,8200,8174,-26,-0.31808172253486666
28063,1872,1864,-8,-0.4291845493562232
28065,2856,2940,84,2.857142857142857
28067,52052,55568,3516,6.327382666282752
28069,3306,3498,192,5.4888507718696395
28071,39157,50268,11111,22.10352510543487
28073,39256,40516,1260,3.1098825155494123
28075,63994,63154,-840,-1.3300820217246732
28077,4810,5352,542,10.127055306427504
28079,10292,10520,228,2.167300380228137
28081,111000,106348,-4652,-4.374318275849099
28083,27986,25600,-2386,-9.3203125
28085,24804,25610,806,3.1472081218274113
28087,48200,50596,2396,4.735552217566606
28089,108338,119606,11268,9.420932060264535
28091,16092,16624,532,3.200192492781521
28093,19190,22790,3600,15.796401930671347
28095,19742,18450,-1292,-7.002710027100272
28097,4508,4992,484,9.695512820512821
28099,23226,23474,248,1.0564880293090229
28101,10554,10488,-66,-0.6292906178489702
28103,4778,4266,-512,-12.001875293014534
28105,32077,40268,8191,20.341213867090495
28107,20074,20242,168,0.8299575140796365
28109,21180,23150,1970,8.509719222462204
28111,4316,4100,-216,-5.2682926829268295
28113,29622,29910,288,0.962888665997994
28115,25032,23710,-1322,-5.575706452973429
28117,14812,15292,480,3.13889615485221
28119,1968,2074,106,5.110896817743491
28121,124284,135118,10834,8.01817670480617
28123,26740,27470,730,2.6574444848926104
28125,2078,1842,-236,-12.812160694896852
28127,11911,15148,3237,21.36915764457354
28129,5614,5404,-210,-3.8860103626943006
28131,9352,9838,486,4.940028461069323
28133,13192,17338,4146,23.912792709655093
28135,5080,5284,204,3.860711582134747
28137,10692,11812,1120,9.481882831019302
28139,12842,14074,1232,8.753730282790963
28141,12576,12478,-98,-0.7853822728001283
28143,11948,12522,574,4.583932279188628
28145,21498,24818,3320,13.377387380127326
28147,4646,4766,120,2.517834662190516
28149,37678,38704,1026,2.6508887970235633
28151,31338,28836,-2502,-8.676654182272161
28153,9430,9358,-72,-0.7693951699081001
28155,3902,4126,224,5.428986912263694
28157,3108,2996,-112,-3.7383177570093453
28159,9692,10266,574,5.591272160529905
28161,5650,5280,-370,-7.007575757575757
28163,12186,12528,342,2.7298850574712645
28999,77068,121294,44226,36.4618200405626
29000,5861988,6238688,376700,6.038128529588272
29001,18690,19472,782,4.016023007395234
29003,5218,5650,432,7.646017699115045
29005,3328,3322,-6,-0.1806140878988561
29007,17002,16460,-542,-3.292831105710814
29009,28018,26422,-1596,-6.040420861403376
29011,6564,7148,584,8.17011751538892
29013,7334,7664,330,4.305845511482255
29015,6938,7302,364,4.984935634072857
29017,3646,3654,8,0.21893814997263275
29019,187088,199324,12236,6.138748971523751
29021,91490,92226,736,0.7980395983778978
29023,37008,36564,-444,-1.2143091565474238
29025,3798,3940,142,3.604060913705584
29027,28970,29706,736,2.477613950043762
29029,30194,33330,3136,9.408940894089408
29031,81102,84902,3800,4.475748510046878
29033,4724,5566,842,15.127560186848724
29035,2970,2950,-20,-0.6779661016949152
29037,53796,59870,6074,10.145314848839151
29039,6396,6586,190,2.8849073792894018
29041,3352,3778,426,11.27580730545262
29043,36180,40876,4696,11.4884039534201
29045,2788,2894,106,3.6627505183137523
29047,209776,223602,13826,6.183307841611434
29049,8270,8734,464,5.312571559422945
29051,104522,108022,3500,3.2400807242969023
29053,8414,9712,1298,13.36490939044481
29055,12852,13024,172,1.3206388206388207
29057,3394,3362,-32,-0.9518143961927424
29059,5062,5328,266,4.9924924924924925
29061,3290,3576,286,7.997762863534676
29063,5488,5200,-288,-5.538461538461538
29065,7618,7574,-44,-0.5809347768682335
29067,4818,5192,374,7.203389830508475
29069,17792,18310,518,2.8290551611141455
29071,76148,78666,2518,3.2008745836829124
29073,10580,10712,132,1.2322628827483197
29075,4320,4444,124,2.7902790279027903
29077,336282,360266,23984,6.657303214846808
29079,5902,5892,-10,-0.1697216564833673
29081,4882,5194,312,6.006931074316519
29083,14486,16086,1600,9.946537361680965
29085,2566,2942,376,12.780421481985044
29087,2504,2690,186,6.91449814126394
29089,5078,4822,-256,-5.309000414765657
29091,29724,31220,1496,4.791800128122998
29093,6696,6816,120,1.7605633802816902
29095,715524,751378,35854,4.77176600858689
29097,112182,119188,7006,5.878108534416216
29099,93396,97742,4346,4.446399705346729
29101,31544,32254,710,2.201277360947479
29103,1480,1868,388,20.770877944325484
29105,26832,28080,1248,4.444444444444445
29107,17082,17844,762,4.270342972427707
29109,17010,17828,818,4.5882880861566075
29111,4812,4960,148,2.9838709677419355
29113,24042,25372,1330,5.241999054075359
29115,7626,8138,512,6.291472106168591
29117,12516,12448,-68,-0.5462724935732648
29119,13564,11694,-1870,-15.991106550367709
29121,9860,9756,-104,-1.066010660106601
29123,7208,7232,24,0.33185840707964603
29125,2524,2732,208,7.613469985358712
29127,26412,26278,-134,-0.5099322627292793
29129,2949,2584,-365,-14.125386996904025
29131,14562,16072,1510,9.39522150323544
29133,5744,6014,270,4.489524442966411
29135,8498,8200,-298,-3.6341463414634143
29137,3432,3666,234,6.382978723404255
29139,5906,6754,848,12.555522653242523
29141,8482,9320,838,8.991416309012875
29143,15218,15820,602,3.8053097345132745
29145,40986,43096,2110,4.896046036755151
29147,15422,17190,1768,10.285049447353112
29149,4460,5148,688,13.364413364413362
29151,7362,8628,1266,14.673157162726008
29153,2862,2996,134,4.472630173564753
29155,10516,9972,-544,-5.455274769354192
29157,18746,19130,384,2.007318348144276
29159,37700,38890,1190,3.059912573926459
29161,36862,38714,1852,4.783799142429095
29163,9015,10608,1593,15.016968325791854
29165,88506,96358,7852,8.148778513460222
29167,17596,20158,2562,12.709594205774383
29169,25436,26918,1482,5.505609629244372
29171,1822,1764,-58,-3.2879818594104306
29173,6926,6966,40,0.5742176284811944
29175,18254,19110,856,4.479330193615908
29177,8030,8212,182,2.2162688748173407
29179,3314,3366,52,1.5448603683897801
29181,5436,5942,506,8.51565129585998
29183,306380,329298,22918,6.9596535660708545
29185,2709,3508,799,22.776510832383124
29186,11544,12212,668,5.470029479200786
29187,44866,45002,136,0.30220879072041246
29189,1148928,1207112,58184,4.820099543372943
29195,17038,18354,1316,7.170099160945844
29197,1198,1638,440,26.862026862026863
29199,2324,2490,166,6.666666666666667
29201,31104,32688,1584,4.845814977973569
29203,2972,3192,220,6.8922305764411025
29205,3556,3692,136,3.683640303358613
29207,20586,20082,-504,-2.5097101882282637
29209,12892,14426,1534,10.63357826147234
29211,4760,4624,-136,-2.941176470588235
29213,52496,57142,4646,8.13062195932939
29215,11076,11832,756,6.389452332657202
29217,13498,13236,-262,-1.979449984889695
29219,15014,15914,900,5.655397762975996
29221,9514,9712,198,2.0387149917627676
29223,4340,4552,212,4.657293497363796
29225,16234,17524,1290,7.361333028988816
29227,578,776,198,25.51546391752577
29229,8188,9404,1216,12.930667800935773
29510,425444,446666,21222,4.751201121195703
29999,170744,262952,92208,35.06647601083087
30000,1019047,1107181,88134,7.96021608029762
30001,7562,7936,374,4.712701612903226
30003,7626,7584,-42,-0.5537974683544303
30005,2197,2640,443,16.78030303030303
30007,2788,2906,118,4.0605643496214725
30009,5604,6110,506,8.28150572831424
30011,512,678,166,24.48377581120944
30013,69366,74032,4666,6.302679922195807
30015,1939,2486,547,22.00321802091714
30017,10306,10980,674,6.138433515482696
30019,1065,1198,133,11.101836393989984
30021,7104,6782,-322,-4.7478619876142725
30023,5158,6722,1564,23.266884855697707
30025,2212,2584,372,14.396284829721361
30027,8926,9184,258,2.809233449477352
30029,88486,99486,11000,11.0568321170818
30031,121668,144026,22358,15.52358601919098
30033,512,710,198,27.887323943661972
30035,7490,8114,624,7.690411634212473
30037,326,498,172,34.53815261044177
30039,1601,1880,279,14.840425531914894
30041,13194,13722,528,3.8478355924792305
30043,4670,5314,644,12.118931125329318
30045,845,1092,247,22.61904761904762
30047,17922,19340,1418,7.33195449844881
30049,72728,78388,5660,7.220492932591724
30051,890,1086,196,18.047882136279927
30053,10484,12002,1518,12.647892017997
30055,869,1128,259,22.96099290780142
30057,9230,8632,-598,-6.927710843373494
30059,1182,1390,208,14.964028776978417
30061,2214,2300,86,3.739130434782609
30063,119570,129778,10208,7.865739955924733
30065,2514,2622,108,4.118993135011442
30067,11624,13636,2012,14.755060134936931
30069,113,198,85,42.92929292929293
30071,2518,2376,-142,-5.976430976430977
30073,3160,3236,76,2.3485784919653896
30075,808,1098,290,26.41165755919854
30077,3764,4740,976,20.59071729957806
30079,437,948,511,53.902953586497894
30081,24586,26894,2308,8.581839815572247
30083,10154,10144,-10,-0.09858044164037855
30085,6846,6924,78,1.1265164644714039
30087,6960,7206,246,3.413821815154038
30089,5850,6530,680,10.413476263399694
30091,2538,2610,72,2.7586206896551726
30093,30530,33140,2610,7.875678937839468
30095,7074,7114,40,0.562271577171774
30097,3144,3264,120,3.6764705882352944
30099,3392,3456,64,1.8518518518518516
30101,3664,3614,-50,-1.3835085777531821
30103,369,432,63,14.583333333333334
30105,5874,5782,-92,-1.5911449325492908
30107,1036,1294,258,19.938176197836167
30109,375,490,115,23.46938775510204
30111,163380,174628,11248,6.441120553404953
30999,22906,27108,4202,15.500959126457134
31000,2087834,2205797,117963,5.347862926642842
31001,30440,31392,952,3.032619775739042
31003,4802,4336,-466,-10.747232472324724
31005,139,172,33,19.186046511627907
31007,127,256,129,50.390625
31009,188,266,78,29.32330827067669
31011,4746,4970,224,4.507042253521127
31013,6844,7248,404,5.5739514348785875
31015,1140,1106,-34,-3.074141048824593
31017,2436,2808,372,13.247863247863249
31019,53106,56410,3304,5.85711753235242
31021,3598,3596,-2,-0.05561735261401557
31023,4962,5278,316,5.987116331943918
31025,11274,11926,652,5.467046788529264
31027,5250,5590,340,6.082289803220036
31029,3586,3668,82,2.2355507088331517
31031,4366,4424,58,1.3110307414104883
31033,7628,7778,150,1.9285163281049111
31035,3933,4158,225,5.411255411255411
31037,10208,10306,98,0.9509023869590529
31039,7582,7594,12,0.15801948907031868
31041,9064,9158,94,1.0264249836208779
31043,24310,27226,2916,10.710350400352604
31045,5754,6312,558,8.840304182509506
31047,22994,23546,552,2.3443472351991845
31049,1026,1096,70,6.386861313868613
31051,3123,3822,699,18.28885400313972
31053,35856,37366,1510,4.041106888615318
31055,666160,689664,23504,3.4080363771343727
31057,1136,1176,40,3.4013605442176873
31059,4300,4720,420,8.898305084745763
31061,1428,1566,138,8.812260536398467
31063,1275,1666,391,23.46938775510204
31065,3694,3560,-134,-3.7640449438202244
31067,16888,17474,586,3.3535538514364203
31069,962,1016,54,5.31496062992126
31071,1630,1576,-54,-3.4263959390862944
31073,928,926,-2,-0.21598272138228944
31075,504,558,54,9.67741935483871
31077,1016,1224,208,16.99346405228758
31079,67418,71960,4542,6.311839911061701
31081,7194,7616,422,5.540966386554621
31083,1638,1614,-24,-1.486988847583643
31085,329,382,53,13.874345549738221
31087,1133,1254,121,9.649122807017543
31089,8468,8788,320,3.641329085116067
31091,480,504,24,4.761904761904762
31093,3146,3152,6,0.1903553299492386
31095,6714,6686,-28,-0.4187855219862399
31097,2256,2780,524,18.848920863309353
31099,4350,4044,-306,-7.566765578635016
31101,6754,6482,-272,-4.1962357297130515
31103,211,284,73,25.704225352112676
31105,2760,2864,104,3.6312849162011176
31107,5676,5662,-14,-0.24726245143058992
31109,332158,350532,18374,5.241746830531877
31111,28102,29350,1248,4.252129471890971
31113,295,334,39,11.676646706586826
31115,162,220,58,26.36363636363636
31117,99,130,31,23.846153846153847
31119,42854,44956,2102,4.6756828899368275
31121,4342,4850,508,10.474226804123711
31123,3008,3126,118,3.7747920665387076
31125,1942,1818,-124,-6.820682068206821
31127,4390,6040,1650,27.31788079470199
31129,3052,3222,170,5.276225946617008
31131,12290,12206,-84,-0.6881861379649353
31133,1512,1554,42,2.7027027027027026
31135,1889,2228,339,15.215439856373427
31137,9240,9818,578,5.887146058260338
31139,3842,3920,78,1.9897959183673468
31141,38602,39854,1252,3.141466352185477
31143,2878,2906,28,0.9635237439779766
31145,9748,10098,350,3.4660328777975833
31147,4776,4662,-114,-2.445302445302445
31149,982,934,-48,-5.139186295503212
31151,13426,13598,172,1.2648918958670394
31153,145588,162856,17268,10.603232303384585
31155,10740,11604,864,7.445708376421924
31157,31632,32446,814,2.5087838254330275
31159,11516,12264,748,6.099151989562948
31161,3344,3526,182,5.161656267725468
31163,1472,1472,0,0.0
31165,249,370,121,32.7027027027027
31167,2400,2500,100,4.0
31169,4588,4418,-170,-3.847894975101856
31171,413,474,61,12.869198312236287
31173,4464,6694,2230,33.313414998506126
31175,3604,3494,-110,-3.1482541499713794
31177,15350,16912,1562,9.2360454115421
31179,7584,8640,1056,12.222222222222221
31181,2048,2110,62,2.938388625592417
31183,555,586,31,5.290102389078498
31185,14388,15416,1028,6.668396471198755
31999,26116,76686,50570,65.94424014813656
32000,2721522,3284859,563337,17.149503220686185
32001,17242,18024,782,4.338659565024412
32003,1802126,2241558,439432,19.603864811885305
32005,36018,40010,3992,9.977505623594102
32007,41876,43440,1564,3.6003683241252302
32009,252,662,410,61.933534743202415
32011,8716,221,-8495,-3843.891402714932
32013,15438,15444,6,0.03885003885003885
32015,7158,7276,118,1.6217702034084662
32017,2518,2584,66,2.5541795665634677
32019,25108,27348,2240,8.190726927014772
32021,3394,2314,-1080,-46.6724286949006
32023,24894,27554,2660,9.653770777382595
32027,3406,3834,428,11.163275952008346
32029,38069,39070,1001,2.5620680829280778
32031,434810,483070,48260,9.99027056120231
32033,8504,8568,64,0.7469654528478058
32510,50655,63378,12723,20.074789359083596
32999,20018,1056,-18962,-1795.6439393939395
33000,1359390,1465433,106043,7.236291253165447
33001,48548,50276,1728,3.437027607606015
33003,35850,35148,-702,-1.99726869238648
33005,60260,63508,3248,5.114316306607042
33007,11996,24184,12188,50.396956665564005
33009,102716,109274,6558,6.001427604004612
33011,392986,407984,14998,3.6761245539040748
33013,147356,155470,8114,5.219013314465813
33015,290876,313058,22182,7.085587974113423
33017,93122,94480,1358,1.4373412362404743
33019,26582,25281,-1301,-5.146157193149005
33999,27370,94661,67291,71.0862974192117
34000,8287826,9179555,891729,9.714294429305124
34001,223906,248142,24236,9.766988256723973
34003,822980,894290,71310,7.9739234476512095
34005,390520,425520,35000,8.22523030644858
34007,385930,417064,31134,7.465041336581437
34009,69632,76220,6588,8.643400682235635
34011,112866,119792,6926,5.78168825965006
34013,617732,700174,82442,11.774501766703704
34015,205919,252756,46837,18.53051955245375
34017,507270,559942,52672,9.406688549885525
34019,87676,92854,5178,5.576496435263962
34021,505940,533830,27890,5.224509675364816
34023,829460,876388,46928,5.354705906516291
34025,498144,545294,47150,8.646711682138443
34027,554852,605766,50914,8.404895619760765
34029,326318,374390,48072,12.84008654077299
34031,308270,348880,40610,11.640105480394405
34033,40908,44664,3756,8.409457281031703
34035,357862,386834,28972,7.489517467440815
34037,71288,77708,6420,8.2616976373089
34039,431802,464676,32874,7.07460682281848
34041,60280,66580,6300,9.462300991288675
34999,296517,472792,176275,37.28383728997107
35000,1708227,1925616,217389,11.289322481740909
35001,621186,696254,75068,10.781697483964185
35003,1286,1364,78,5.718475073313782
35005,40558,42860,2302,5.370975268315446
35006,14408,14086,-322,-2.285957688485021
35007,7974,8386,412,4.912950155020272
35009,33626,36330,2704,7.442884668318195
35011,838,962,124,12.889812889812891
35013,139164,158232,19068,12.050659790687092
35015,55728,64138,8410,13.11235149209517
35017,17070,19036,1966,10.327799957974364
35019,2568,2762,194,7.023895727733527
35021,316,330,14,4.242424242424243
35023,2802,2684,-118,-4.396423248882265
35025,51908,67360,15452,22.93942992874109
35027,11108,13670,2562,18.741770299926845
35028,33607,44594,10987,24.637843656097232
35029,13954,15438,1484,9.612644124886643
35031,37930,40748,2818,6.915676843035241
35033,1264,1330,66,4.962406015037594
35035,32924,35642,2718,7.625834689411369
35037,4746,5030,284,5.646123260437376
35039,17692,19264,1572,8.16029900332226
35041,11682,12206,524,4.292970670162215
35043,58600,69824,11224,16.074702108157656
35045,81294,93028,11734,12.613406716257472
35047,14718,15614,896,5.738439861662611
35049,110370,124600,14230,11.420545746388443
35051,6822,7102,280,3.9425513939735284
35053,9526,9946,420,4.222803136939473
35055,18786,23154,4368,18.864990930292823
35057,6400,6356,-44,-0.6922592825676527
35059,2394,2450,56,2.2857142857142856
35061,30062,34958,4896,14.005377882029865
35999,43326,51800,8474,16.35907335907336
36000,18785904,20691562,1905658,9.209831524560592
36001,434834,462744,27910,6.031412616911294
36003,24394,27786,3392,12.207586554379905
36005,614680,654364,39684,6.064514551534009
36007,157038,166100,9062,5.45574954846478
36009,53124,56372,3248,5.761725679415313
36011,47706,49960,2254,4.511609287429944
36013,87950,92274,4324,4.686043739298177
36015,65650,68164,2514,3.6881638401502257
36017,32454,34748,2294,6.601818809715668
36019,64406,66298,1892,2.8537814112039577
36021,40364,41956,1592,3.794451329964725
36023,33240,34384,1144,3.32712889716147
36025,28022,28612,590,2.0620718579616946
36027,211658,223192,11534,5.167747947955124
36029,852042,934524,82482,8.826097564107503
36031,26646,28928,2282,7.888550884955753
36033,33240,34594,1354,3.913973521419899
36035,31394,32956,1562,4.739652870493992
36037,44134,45858,1724,3.7594312878886997
36039,27470,28832,1362,4.723917869034406
36041,2874,2930,56,1.911262798634812
36043,30740,30678,-62,-0.2020992241997523
