area_fips,2020,2023,difference,percentage_of_2023
25027,700334,657930,-42404,-6.445062544647606
25999,102888,183070,80182,43.7985470038783
26000,9119570,9400659,281089,2.9900988856206783
26001,3139,2565,-574,-22.378167641325536
26003,3923,3901,-22,-0.5639579594975648
26005,78558,80858,2300,2.844492814563803
26007,22732,24486,1754,7.163276974597729
26009,9776,9902,126,1.27247020803878
26011,7968,8060,92,1.141439205955335
26013,5764,6120,356,5.816993464052287
26015,24690,26586,1896,7.13157300835026
26017,68068,67252,-816,-1.2133468149646107
26019,8124,9130,1006,11.018619934282585
26021,118002,119328,1326,1.1112228479485116
26023,25509,27785,2276,8.191470217743387
26025,106774,107884,1110,1.0288828741982128
26027,18374,18438,64,0.34710923093611024
26029,19458,20974,1516,7.227996567178412
26031,10378,11046,668,6.0474379866014845
26033,23892,25364,1472,5.803501025074909
26035,12478,14422,1944,13.47940646234919
26037,32294,37144,4850,13.05729054490631
26039,8132,8076,-56,-0.6934125804853888
26041,27082,26760,-322,-1.203288490284006
26043,26620,27552,932,3.3826945412311265
26045,83564,87152,3588,4.116945107398569
26047,35458,34738,-720,-2.0726581841211353
26049,263954,268070,4116,1.535419853023464
26051,8012,8384,372,4.437022900763359
26053,10442,10192,-250,-2.4529042386185242
26055,98184,101800,3616,3.552062868369352
26057,25564,25298,-266,-1.0514665190924184
26059,24270,22878,-1392,-6.084447941253606
26061,19587,20924,1337,6.389791626839993
26063,21822,22356,534,2.3886205045625335
26065,304672,310744,6072,1.9540200293489174
26067,41288,39094,-2194,-5.612114390955133
26069,15088,15008,-80,-0.5330490405117271
26071,6936,6746,-190,-2.816483842276905
26073,46796,45582,-1214,-2.663332017024264
26075,112414,112854,440,0.38988427525829833
26077,241146,240888,-258,-0.10710371624987547
26079,7674,9142,1468,16.057755414570117
26081,812596,840604,28008,3.3318899267669435
26083,682,794,112,14.105793450881613
26085,3610,3280,-330,-10.060975609756099
26087,41028,43528,2500,5.743429516632972
26089,11212,12378,1166,9.419938600743254
26091,50320,51752,1432,2.767042819601175
26093,124590,128652,4062,3.157354724372726
26095,3248,3462,214,6.1813980358174465
26097,6426,7336,910,12.404580152671755
26099,652866,679340,26474,3.897017693643831
26101,10875,11548,673,5.827848978178039
26103,51980,52152,172,0.32980518484430127
26105,19370,19876,506,2.545783859931576
26107,21839,22904,1065,4.6498428222144605
26109,14056,14278,222,1.5548396133912312
26111,70414,76742,6328,8.245810638242421
26113,5745,7987,2242,28.07061474896707
26115,76848,82722,5874,7.100892144774063
26117,28057,29144,1087,3.7297556958550646
26119,4426,4080,-346,-8.480392156862745
26121,121054,124880,3826,3.0637411915438824
26123,23604,24250,646,2.6639175257731957
26125,1470306,1462060,-8246,-0.5639987415017167
26127,11888,11502,-386,-3.3559380977221354
26129,11126,11942,816,6.83302629375314
26131,2660,2778,118,4.2476601871850255
26133,14818,16308,1490,9.136620063772382
26135,2328,2516,188,7.472178060413355
26137,20232,21394,1162,5.431429372721324
26139,236613,249378,12765,5.118735413709309
26141,5066,5002,-64,-1.2794882047181129
26143,9932,12426,2494,20.07081924995976
26145,163944,160910,-3034,-1.885526070474178
26147,86540,83752,-2788,-3.328875728340816
26149,42122,42350,228,0.538370720188902
26151,19850,19637,-213,-1.0846870703264244
26153,4962,5074,112,2.207331493890422
26155,30536,30944,408,1.3185108583247156
26157,23074,24202,1128,4.660771837038261
26159,39306,42210,2904,6.879886282871357
26161,431926,438040,6114,1.395762944023377
26163,1453662,1461262,7600,0.5200983807147521
26165,27514,27026,-488,-1.8056686154073853
26999,220718,336926,116208,34.49065967007592
27000,6122722,6220101,97379,1.565553356770252
27001,8078,8530,452,5.2989449003517
27003,256020,265036,9016,3.401802019348315
27005,28608,29276,668,2.28173247711436
27007,39722,41320,1598,3.867376573088093
27009,32209,34254,2045,5.97010568108834
27011,3300,3282,-18,-0.5484460694698354
27013,80130,81830,1700,2.0774776976658926
27015,27254,26570,-684,-2.574331953330824
27017,26070,25924,-146,-0.5631846937201049
27019,74404,82842,8438,10.185654619637383
27021,19296,20228,932,4.6074747874233735
27023,11190,10802,-388,-3.5919274208479908
27025,30998,32204,1206,3.7448764128679666
27027,38146,39224,1078,2.748317356720375
27029,4880,5286,406,7.680665909950814
27031,5086,4934,-152,-3.0806647750304013
27033,10458,10054,-404,-4.018301173662224
27035,56796,59932,3136,5.232596943202296
27037,377596,376776,-820,-0.21763594284136994
27039,11772,11856,84,0.708502024291498
27041,37596,38176,580,1.519279128248114
27043,8608,9094,486,5.344182977787552
27045,11830,12724,894,7.026092423766111
27047,23996,23718,-278,-1.1721055738257864
27049,42330,42638,308,0.7223603358506496
27051,3624,3778,154,4.076230809952356
27053,1867108,1834794,-32314,-1.76117863912788
27055,10126,10342,216,2.0885708760394506
27057,11346,11684,338,2.892844916124615
27059,22512,23652,1140,4.819888381532217
27061,31948,31312,-636,-2.031170158405723
27063,10080,9948,-132,-1.3268998793727382
27065,7542,8128,586,7.209645669291338
27067,47272,45876,-1396,-3.0429854390095037
27069,2930,2868,-62,-2.161785216178522
27071,8676,8262,-414,-5.010893246187364
27073,3564,4544,980,21.566901408450704
27075,7532,7526,-6,-0.07972362476747276
27077,3658,3202,-456,-14.24109931292942
27079,16872,16636,-236,-1.4186102428468381
27081,2669,3348,679,20.280764635603347
27083,27124,27802,678,2.438673476728293
27085,31292,31296,4,0.012781186094069532
27087,2415,3680,1265,34.375
27089,4080,4874,794,16.290521132540007
27091,16532,16612,80,0.48157958102576454
27093,14528,16136,1608,9.965294992563214
27095,18752,18336,-416,-2.2687609075043627
27097,20904,21640,736,3.4011090573012934
27099,32902,33526,624,1.8612420211179384
27101,5398,5716,318,5.56333100069979
27103,30346,29592,-754,-2.5479859421465263
27105,20980,19842,-1138,-5.735308940630985
27107,2576,3346,770,23.01255230125523
27109,201882,205306,3424,1.667754473809825
27111,43192,45108,1916,4.247583577192516
27113,19960,19594,-366,-1.8679187506379504
27115,15802,15508,-294,-1.8957957183389218
27117,8320,8554,234,2.735562310030395
27119,23500,24308,808,3.3240085568537108
27121,8508,8776,268,3.0537830446672745
27123,661076,652456,-8620,-1.321161886778572
27125,1778,2008,230,11.45418326693227
27127,11916,12622,706,5.5934083346537795
27129,10718,11248,530,4.71194879089616
27131,50732,51490,758,1.4721305107787919
27133,6486,7316,830,11.344997266265718
27135,15462,16302,840,5.152741994847259
27137,192670,190294,-2376,-1.2485942804292307
27139,107968,123384,15416,12.494326654995785
27141,51108,55538,4430,7.976520580503439
27143,7618,7474,-144,-1.9266791544019266
27145,172172,173638,1466,0.8442852371024776
27147,41186,37942,-3244,-8.549891940329978
27149,10432,11252,820,7.28759331674369
27151,6662,7548,886,11.738208797032327
27153,12788,13448,660,4.9077929803688285
27155,1971,2206,235,10.652765185856754
27157,13198,12972,-226,-1.742213999383287
27159,10808,11414,606,5.309269318380936
27161,11606,10668,-938,-8.792650918635172
27163,177162,187946,10784,5.737818309514435
27165,8808,9242,434,4.695953256870808
27167,2977,3252,275,8.456334563345633
27169,47704,47826,122,0.2550913728934053
27171,89560,94760,5200,5.487547488391726
27173,7788,7720,-68,-0.8808290155440414
27999,114146,181064,66918,36.95820262448637
28000,2489212,2573813,84601,3.286990935238885
28001,20312,19874,-438,-2.2038844721747006
28003,28718,27678,-1040,-3.7574969289688562
28005,3916,4054,138,3.4040453872718306
28007,9038,9074,36,0.39673793255455153
28009,2032,2054,22,1.071080817916261
28011,20554,21444,890,4.150345084872225
28013,6174,5942,-232,-3.9044092898014138
28015,2230,2082,-148,-7.108549471661864
28017,10114,9290,-824,-8.869752421959095
28019,4204,4658,454,9.74667239158437
28021,6127,6766,639,9.444280224652674
28023,5852,5924,72,1.2153950033760972
28025,10528,13304,2776,20.865904990980155
28027,14600,13076,-1524,-11.654940348730499
28029,12484,12596,112,0.889171165449349
28031,11156,11260,104,0.9236234458259326
28033,129446,148912,19466,13.072149994627699
28035,79480,80706,1226,1.5190939954898026
28037,3044,3110,66,2.122186495176849
28039,9914,10306,392,3.8036095478362117
28041,2808,3694,886,23.98484028153763
28043,20534,18582,-1952,-10.504789581315253
28045,27650,28600,950,3.3216783216783217
28047,171874,177592,5718,3.2197396279111676
28049,234964,217996,-16968,-7.783629057413897
28051,6692,6058,-634,-10.46550016507098
28053,4340,3962,-378,-9.540636042402827
28055,277,378,101,26.71957671957672
28057,11796,11948,152,1.2721794442584533
28059,97252,101950,4698,4.608141245708681
28061,8386,8174,-212,-2.5935894298996818
28063,2002,1864,-138,-7.4034334763948495
28065,3048,2940,-108,-3.6734693877551026
28067,54946,55568,622,1.1193492657644688
28069,3416,3498,82,2.3441966838193253
28071,40950,50268,9318,18.536643590355695
28073,39064,40516,1452,3.5837693750617037
28075,65610,63154,-2456,-3.8889064825664246
28077,4830,5352,522,9.753363228699552
28079,10560,10520,-40,-0.38022813688212925
28081,110088,106348,-3740,-3.516756309474555
28083,28802,25600,-3202,-12.507812500000002
28085,24214,25610,1396,5.4509957048028115
28087,49912,50596,684,1.351885524547395
28089,110912,119606,8694,7.2688661103958
28091,16100,16624,524,3.1520692974013476
28093,16306,22790,6484,28.451075032909174
28095,19644,18450,-1194,-6.471544715447155
28097,4584,4992,408,8.173076923076923
28099,23904,23474,-430,-1.8318139217858056
28101,11540,10488,-1052,-10.030511060259343
28103,4836,4266,-570,-13.361462728551334
28105,32995,40268,7273,18.061488030197676
28107,20338,20242,-96,-0.4742614366169351
28109,21254,23150,1896,8.190064794816415
28111,4362,4100,-262,-6.390243902439025
28113,29274,29910,636,2.1263791374122367
28115,25286,23710,-1576,-6.646984394770139
28117,14732,15292,560,3.662045513994246
28119,1820,2074,254,12.246865959498553
28121,127594,135118,7524,5.5684660814991345
28123,25822,27470,1648,5.9992719330178375
28125,2180,1842,-338,-18.349619978284473
28127,12395,15148,2753,18.174016371798256
28129,5432,5404,-28,-0.5181347150259068
28131,9066,9838,772,7.847123399064851
28133,12685,17338,4653,26.837005421617256
28135,5474,5284,-190,-3.5957607872823623
28137,10898,11812,914,7.737893667456823
28139,12946,14074,1128,8.014779025152764
28141,12752,12478,-274,-2.1958647219105627
28143,14282,12522,-1760,-14.055262737581856
28145,22526,24818,2292,9.235232492545734
28147,4888,4766,-122,-2.5597985732270248
28149,38870,38704,-166,-0.4288962381149235
28151,32048,28836,-3212,-11.138854210015259
28153,9674,9358,-316,-3.3767899123744387
28155,3986,4126,140,3.3931168201648085
28157,3132,2996,-136,-4.539385847797063
28159,10224,10266,42,0.4091174751607247
28161,5580,5280,-300,-5.681818181818182
28163,12488,12528,40,0.31928480204342274
28999,66556,121294,54738,45.12836578890959
29000,5983107,6238688,255581,4.096710718663924
29001,19674,19472,-202,-1.0373870172555466
29003,4908,5650,742,13.132743362831858
29005,3328,3322,-6,-0.1806140878988561
29007,17434,16460,-974,-5.917375455650061
29009,28844,26422,-2422,-9.166603587919159
29011,6418,7148,730,10.212646894236151
29013,7238,7664,426,5.5584551148225465
29015,6748,7302,554,7.586962476033963
29017,3644,3654,10,0.27367268746579093
29019,185720,199324,13604,6.825068732315226
29021,92978,92226,-752,-0.8153882852991564
29023,35894,36564,670,1.8324034569521932
29025,3690,3940,250,6.345177664974619
29027,28756,29706,950,3.1980071366054
29029,30088,33330,3242,9.726972697269726
29031,82196,84902,2706,3.1872040705754867
29033,4948,5566,618,11.10312612288897
29035,2892,2950,58,1.966101694915254
29037,53590,59870,6280,10.489393686320362
29039,6124,6586,462,7.014880048587914
29041,3281,3778,497,13.155108523028058
29043,35080,40876,5796,14.179469615422253
29045,2812,2894,82,2.8334485141672427
29047,208346,223602,15256,6.8228370050357325
29049,7996,8734,738,8.449736661323563
29051,106114,108022,1908,1.7663068634167116
29053,8433,9712,1279,13.169275123558485
29055,13220,13024,-196,-1.5049140049140048
29057,3342,3362,20,0.594883997620464
29059,4964,5328,364,6.831831831831832
29061,3106,3576,470,13.143176733780763
29063,4681,5200,519,9.98076923076923
29065,7820,7574,-246,-3.2479535252178504
29067,4642,5192,550,10.59322033898305
29069,17364,18310,946,5.166575641725833
29071,77298,78666,1368,1.7389977881168484
29073,10364,10712,348,3.2486930545182973
29075,4318,4444,126,2.8352835283528353
29077,338156,360266,22110,6.137132008016299
29079,6004,5892,-112,-1.9008825526137134
29081,4874,5194,320,6.1609549480169425
29083,14254,16086,1832,11.388785279124706
29085,2430,2942,512,17.403127124405167
29087,2374,2690,316,11.74721189591078
29089,5130,4822,-308,-6.387391124014933
29091,30594,31220,626,2.0051249199231265
29093,6698,6816,118,1.7312206572769953
29095,746250,751378,5128,0.6824793911985712
29097,112832,119188,6356,5.332751619290533
29099,94172,97742,3570,3.652472836651593
29101,31282,32254,972,3.0135797110435916
29103,1842,1868,26,1.3918629550321198
29105,26982,28080,1098,3.91025641025641
29107,16988,17844,856,4.797130688186505
29109,16960,17828,868,4.868745793134396
29111,5004,4960,-44,-0.8870967741935484
29113,23454,25372,1918,7.55951442535078
29115,7578,8138,560,6.881297616121897
29117,12328,12448,120,0.9640102827763496
29119,13422,11694,-1728,-14.77680861980503
29121,9938,9756,-182,-1.865518655186552
29123,7374,7232,-142,-1.9634955752212389
29125,2460,2732,272,9.956076134699854
29127,26126,26278,152,0.578430626379481
29129,3138,2584,-554,-21.439628482972136
29131,13982,16072,2090,13.003982080637133
29133,5977,6014,37,0.6152311273694713
29135,8390,8200,-190,-2.317073170731707
29137,3372,3666,294,8.01963993453355
29139,5890,6754,864,12.792419307077289
29141,8364,9320,956,10.257510729613733
29143,14846,15820,974,6.1567635903919085
29145,40418,43096,2678,6.214033785038055
29147,15564,17190,1626,9.458987783595113
29149,4460,5148,688,13.364413364413362
29151,7367,8628,1261,14.615206305053317
29153,2804,2996,192,6.408544726301736
29155,10500,9972,-528,-5.294825511432009
29157,18780,19130,350,1.8295870360690014
29159,38710,38890,180,0.4628439187451787
29161,36326,38714,2388,6.168311205248747
29163,8901,10608,1707,16.09162895927602
29165,95248,96358,1110,1.151954170904336
29167,16960,20158,3198,15.864669113999405
29169,26026,26918,892,3.313767739059365
29171,1788,1764,-24,-1.3605442176870748
29173,6726,6966,240,3.4453057708871664
29175,18398,19110,712,3.725798011512297
29177,8026,8212,186,2.264978080857282
29179,3690,3366,-324,-9.62566844919786
29181,5312,5942,630,10.602490743857288
29183,302494,329298,26804,8.139739688671051
29185,3046,3508,462,13.169897377423034
29186,11018,12212,1194,9.777268260727153
29187,45814,45002,-812,-1.8043642504777566
29189,1209272,1207112,-2160,-0.17893948531702114
29195,17706,18354,648,3.5305655442955213
29197,1088,1638,550,33.57753357753357
29199,2288,2490,202,8.112449799196787
29201,30828,32688,1860,5.690161527165932
29203,2818,3192,374,11.716791979949875
29205,3612,3692,80,2.1668472372697725
29207,20306,20082,-224,-1.115426750323673
29209,12730,14426,1696,11.756550672397061
29211,4946,4624,-322,-6.963667820069204
29213,50156,57142,6986,12.225683385250779
29215,10850,11832,982,8.299526707234618
29217,13486,13236,-250,-1.8887881535207014
29219,14998,15914,916,5.7559381676511245
29221,9740,9712,-28,-0.2883031301482702
29223,4716,4552,-164,-3.6028119507908607
29225,15644,17524,1880,10.72814425930153
29227,535,776,241,31.056701030927837
29229,7886,9404,1518,16.14206720544449
29510,453774,446666,-7108,-1.5913456587248638
29999,164408,262952,98544,37.47604125467766
30000,1010002,1107181,97179,8.777155677346341
30001,7588,7936,348,4.385080645161291
30003,7896,7584,-312,-4.113924050632911
30005,2315,2640,325,12.31060606060606
30007,2670,2906,236,8.121128699242945
30009,5476,6110,634,10.376432078559738
30011,410,678,268,39.52802359882006
30013,70322,74032,3710,5.011346444780635
30015,1883,2486,603,24.255832662912308
30017,10434,10980,546,4.972677595628415
30019,1059,1198,139,11.602671118530884
30021,7182,6782,-400,-5.897965202005309
30023,5184,6722,1538,22.880095209759
30025,2337,2584,247,9.558823529411764
30027,8666,9184,518,5.640243902439025
30029,85728,99486,13758,13.829081478801037
30031,120366,144026,23660,16.42758946301362
30033,512,710,198,27.887323943661972
30035,7762,8114,352,4.3381809218634455
30037,280,498,218,43.77510040160642
30039,1599,1880,281,14.946808510638299
30041,13312,13722,410,2.9879026380994023
30043,4566,5314,748,14.076025592773805
30045,959,1092,133,12.179487179487179
30047,17740,19340,1600,8.273009307135471
30049,71706,78388,6682,8.524263917946625
30051,872,1086,214,19.70534069981584
30053,10450,12002,1552,12.93117813697717
30055,807,1128,321,28.45744680851064
30057,9844,8632,-1212,-14.040778498609823
30059,1251,1390,139,10.0
30061,2166,2300,134,5.826086956521739
30063,120690,129778,9088,7.002727735055249
30065,2450,2622,172,6.559877955758962
30067,11736,13636,1900,13.9337048987973
30069,117,198,81,40.909090909090914
30071,2444,2376,-68,-2.861952861952862
30073,3174,3236,62,1.9159456118665017
30075,769,1098,329,29.963570127504553
30077,3439,4740,1301,27.447257383966246
30079,392,948,556,58.64978902953587
30081,23834,26894,3060,11.378002528445007
30083,10678,10144,-534,-5.264195583596214
30085,6958,6924,-34,-0.49104563835932985
30087,7180,7206,26,0.36081043574798777
30089,5684,6530,846,12.955589586523736
30091,2538,2610,72,2.7586206896551726
30093,30746,33140,2394,7.223898611949306
30095,7196,7114,-82,-1.1526567332021367
30097,2908,3264,356,10.906862745098039
30099,3312,3456,144,4.166666666666666
30101,3616,3614,-2,-0.05534034311012728
30103,347,432,85,19.675925925925927
30105,5744,5782,38,0.6572120373573158
30107,995,1294,299,23.106646058732615
30109,336,490,154,31.428571428571427
30111,161924,174628,12704,7.274892915225507
30999,17990,27108,9118,33.635827062121884
31000,2103211,2205797,102586,4.65074528617094
31001,30086,31392,1306,4.160295616717635
31003,4842,4336,-506,-11.669741697416974
31005,125,172,47,27.325581395348834
31007,115,256,141,55.078125
31009,190,266,76,28.57142857142857
31011,4576,4970,394,7.927565392354125
31013,7244,7248,4,0.05518763796909492
31015,1138,1106,-32,-2.8933092224231465
31017,2374,2808,434,15.455840455840455
31019,53940,56410,2470,4.3786562666193936
31021,3462,3596,134,3.726362625139043
31023,5110,5278,168,3.183023872679045
31025,11096,11926,830,6.959584101962099
31027,5088,5590,502,8.980322003577818
31029,3592,3668,76,2.0719738276990185
31031,4180,4424,244,5.5153707052441225
31033,8018,7778,-240,-3.085626124967858
31035,3893,4158,265,6.373256373256374
31037,9996,10306,310,3.007956530176596
31039,7382,7594,212,2.7916776402422965
31041,8772,9158,386,4.2148940816772225
31043,25030,27226,2196,8.065819437302578
31045,5900,6312,412,6.527249683143219
31047,22908,23546,638,2.70958973923384
31049,1034,1096,62,5.656934306569343
31051,3350,3822,472,12.349555206698064
31053,35134,37366,2232,5.973344751913504
31055,678240,689664,11424,1.6564587973273943
31057,1084,1176,92,7.8231292517006805
31059,4338,4720,382,8.09322033898305
31061,1452,1566,114,7.2796934865900385
31063,1334,1666,332,19.92797118847539
31065,3736,3560,-176,-4.943820224719101
31067,15905,17474,1569,8.979054595398878
31069,972,1016,44,4.330708661417323
31071,1602,1576,-26,-1.6497461928934012
31073,728,926,198,21.382289416846653
31075,459,558,99,17.741935483870968
31077,959,1224,265,21.65032679738562
31079,67630,71960,4330,6.017231795441912
31081,7080,7616,536,7.03781512605042
31083,1600,1614,14,0.8674101610904585
31085,321,382,61,15.968586387434556
31087,1117,1254,137,10.925039872408293
31089,8506,8788,282,3.2089212562585345
31091,453,504,51,10.119047619047619
31093,3018,3152,134,4.251269035532995
31095,6588,6686,98,1.4657493269518396
31097,2222,2780,558,20.071942446043163
31099,4386,4044,-342,-8.456973293768547
31101,6188,6482,294,4.535637149028078
31103,214,284,70,24.647887323943664
31105,2754,2864,110,3.840782122905028
31107,5662,5662,0,0.0
31109,341864,350532,8668,2.472812753186585
31111,28068,29350,1282,4.367972742759796
31113,305,334,29,8.682634730538922
31115,167,220,53,24.09090909090909
31117,104,130,26,20.0
31119,43126,44956,1830,4.0706468547023755
31121,4312,4850,538,11.092783505154639
31123,2952,3126,174,5.566218809980806
31125,1984,1818,-166,-9.13091309130913
31127,4423,6040,1617,26.77152317880795
31129,3056,3222,166,5.152079453755432
31131,12156,12206,50,0.4096346059315091
31133,1446,1554,108,6.94980694980695
31135,2252,2228,-24,-1.0771992818671454
31137,9378,9818,440,4.481564473416174
31139,3736,3920,184,4.6938775510204085
31141,38200,39854,1654,4.1501480403472675
31143,2846,2906,60,2.064693737095664
31145,9670,10098,428,4.238463061992474
31147,4788,4662,-126,-2.7027027027027026
31149,906,934,28,2.9978586723768736
31151,13888,13598,-290,-2.1326665686130313
31153,145924,162856,16932,10.396915066070639
31155,10852,11604,752,6.480523957256118
31157,31774,32446,672,2.0711335757874623
31159,11496,12264,768,6.262230919765166
31161,3408,3526,118,3.3465683494044245
31163,1440,1472,32,2.1739130434782608
31165,243,370,127,34.32432432432432
31167,2612,2500,-112,-4.4799999999999995
31169,4462,4418,-44,-0.9959257582616569
31171,417,474,57,12.025316455696203
31173,4127,6694,2567,38.34777412608306
31175,3570,3494,-76,-2.1751574127074984
31177,15020,16912,1892,11.18732261116367
31179,7541,8640,1099,12.719907407407408
31181,2004,2110,106,5.023696682464455
31183,516,586,70,11.945392491467576
31185,14600,15416,816,5.293201868188895
31999,22879,76686,53807,70.16534960749028
32000,2986225,3284859,298634,9.091227355572947
32001,16684,18024,1340,7.434531735463826
32003,2064656,2241558,176902,7.891921600957905
32005,38788,40010,1222,3.0542364408897775
32007,44084,43440,-644,-1.4825046040515653
32009,264,662,398,60.12084592145015
32011,8575,221,-8354,-3780.0904977375567
32013,15416,15444,28,0.1813001813001813
32015,6868,7276,408,5.607476635514018
32017,2478,2584,106,4.102167182662539
32019,25120,27348,2228,8.146848032762907
32021,3526,2314,-1212,-52.37683664649957
32023,25750,27554,1804,6.547143790375263
32027,3029,3834,805,20.996348461137192
32029,34568,39070,4502,11.522907601740465
32031,449968,483070,33102,6.8524230442792975
32033,8408,8568,160,1.8674136321195145
32510,51788,63378,11590,18.28710278014453
32999,8174,1056,-7118,-674.0530303030303
33000,1410305,1465433,55128,3.7618915364946743
33001,50592,50276,-316,-0.6285305115761
33003,39346,35148,-4198,-11.943780584955046
33005,62584,63508,924,1.4549348113623481
33007,12899,24184,11285,46.66308303010255
33009,108054,109274,1220,1.1164595420685617
33011,411752,407984,-3768,-0.9235656300247068
33013,155398,155470,72,0.04631118543770502
33015,299594,313058,13464,4.300800490643907
33017,97080,94480,-2600,-2.75190516511431
33019,27000,25281,-1719,-6.799572801708793
33999,24141,94661,70520,74.49741709891084
34000,8669832,9179555,509723,5.552807298393005
34001,246796,248142,1346,0.5424313497916515
34003,878744,894290,15546,1.7383622762191235
34005,400616,425520,24904,5.852603872908442
34007,404264,417064,12800,3.0690733316709187
34009,65504,76220,10716,14.059302020467069
34011,116590,119792,3202,2.672966475223721
34013,686926,700174,13248,1.892101106296435
34015,208032,252756,44724,17.694535441295162
34017,539060,559942,20882,3.7293148218922676
34019,93148,92854,-294,-0.3166261011911172
34021,518044,533830,15786,2.9571211809002866
34023,848792,876388,27596,3.1488336216379045
34025,520566,545294,24728,4.534801409881642
34027,586948,605766,18818,3.1064800599571454
34029,332724,374390,41666,11.129036566147601
34031,333538,348880,15342,4.397500573263013
34033,39996,44664,4668,10.45137023105857
34035,375422,386834,11412,2.950102628000641
34037,75918,77708,1790,2.3034951356359707
34039,458748,464676,5928,1.2757276037497096
34041,63412,66580,3168,4.758185641333734
34999,270892,472792,201900,42.703768253269935
35000,1859112,1925616,66504,3.4536480793678495
35001,668310,696254,27944,4.013477839983684
35003,1188,1364,176,12.903225806451612
35005,43164,42860,-304,-0.7092860475968269
35006,15072,14086,-986,-6.999858015050404
35007,8798,8386,-412,-4.912950155020272
35009,34996,36330,1334,3.671896504266446
35011,874,962,88,9.147609147609149
35013,147706,158232,10526,6.652257444764649
35015,68204,64138,-4066,-6.339455548972528
35017,18674,19036,362,1.9016600126076908
35019,2882,2762,-120,-4.344677769732078
35021,314,330,16,4.848484848484849
35023,3118,2684,-434,-16.1698956780924
35025,65506,67360,1854,2.752375296912114
35027,13018,13670,652,4.769568397951719
35028,33459,44594,11135,24.969726869085527
35029,14726,15438,712,4.6119963725871225
35031,42218,40748,-1470,-3.6075390203200155
35033,1332,1330,-2,-0.15037593984962408
35035,36550,35642,-908,-2.5475562538578083
35037,5128,5030,-98,-1.94831013916501
35039,19630,19264,-366,-1.8999169435215946
35041,12038,12206,168,1.3763722759298707
35043,64646,69824,5178,7.415788267644363
35045,91146,93028,1882,2.023046824611945
35047,15448,15614,166,1.0631484565133855
35049,123408,124600,1192,0.956661316211878
35051,7020,7102,82,1.1546043368065333
35053,10236,9946,-290,-2.9157450231248743
35055,23490,23154,-336,-1.4511531484840632
35057,6702,6356,-346,-5.443675267463814
35059,2514,2450,-64,-2.612244897959184
35061,31000,34958,3958,11.32215801819326
35999,44106,51800,7694,14.853281853281853
36000,20321431,20691562,370131,1.7888016380783627
36001,464004,462744,-1260,-0.27228878170219384
36003,25840,27786,1946,7.003526956021018
36005,644442,654364,9922,1.5162814580264197
36007,164320,166100,1780,1.0716435881998796
36009,58036,56372,-1664,-2.9518200525083373
36011,49542,49960,418,0.8366693354683747
36013,93718,92274,-1444,-1.564904523484405
36015,70912,68164,-2748,-4.0314535531952345
36017,33914,34748,834,2.4001381374467594
36019,66658,66298,-360,-0.5430028055144952
36021,41622,41956,334,0.7960720755076747
36023,35690,34384,-1306,-3.7982782689623082
36025,28622,28612,-10,-0.034950370473927024
36027,224416,223192,-1224,-0.5484067529302126
36029,930292,934524,4232,0.4528508631131999
36031,29030,28928,-102,-0.35259955752212385
36033,34974,34594,-380,-1.0984563797190265
36035,32844,32956,112,0.33984706881903143
36037,45094,45858,764,1.6660124732871036
36039,30038,28832,-1206,-4.1828523862375135
36041,3016,2930,-86,-2.9351535836177476
36043,32276,30678,-1598,-5.208944520503292
36045,77088,78972,1884,2.385655675429266
